date,station,temperature,humidity
2013-01-02,504,-8.1,48.0
2013-01-02,701,3.1,82.0
2013-01-02,702,3.5,83.0
2013-01-02,108,14.8,47.0
2013-01-02,703,2.0,91.0
2013-01-02,704,4.1,83.0
2013-01-02,706,3.9,87.0
2013-01-02,707,4.2,86.0
2013-01-02,405,1.0,77.0
2013-01-02,109,11.5,63.0
2013-01-02,804,-10.3,43.0
2013-01-02,111,8.5,69.0
2013-01-02,909,-25.7,70.0
2013-01-02,908,-26.8,71.0
2013-01-02,911,-27.3,69.0
2013-01-02,912,-28.8,72.0
2013-01-02,903,-28.1,65.0
2013-01-02,904,-24.8,73.0
2013-01-02,907,-24.7,71.0
2013-01-02,905,-28.0,68.0
2013-01-02,906,-29.9,66.0
2013-01-02,1003,11.0,87.0
2013-01-02,1005,12.0,69.0
2013-01-02,1006,11.8,73.0
2013-01-02,1007,11.0,84.0
2013-01-02,1004,10.7,80.0
2013-01-02,112,7.7,69.0
2013-01-03,201,15.8,61.0
2013-01-03,301,-2.1,66.0
2013-01-03,601,11.8,70.0
2013-01-03,302,-0.5,64.0
2013-01-03,602,13.0,66.0
2013-01-03,303,-0.2,64.0
2013-01-03,401,-0.4,44.0
2013-01-03,304,-1.4,66.0
2013-01-03,305,-0.9,63.0
2013-01-03,306,-1.5,73.0
2013-01-03,307,-1.6,73.0
2013-01-03,402,0.1,36.0
2013-01-03,403,-0.3,38.0
2013-01-03,404,-1.0,40.0
2013-01-03,801,-11.4,51.0
2013-01-03,802,-10.5,56.0
2013-01-03,803,-11.4,54.0
2013-01-03,501,-13.5,62.0
2013-01-03,101,6.3,86.0
2013-01-03,102,3.0,88.0
2013-01-03,103,6.7,89.0
2013-01-03,104,5.8,87.0
2013-01-03,502,-10.3,55.0
2013-01-03,105,6.2,84.0
2013-01-03,106,6.2,81.0
2013-01-03,503,-11.6,45.0
2013-01-03,107,6.3,86.0
2013-01-03,504,-7.3,42.0
2013-01-03,108,9.4,49.0
2013-01-03,702,-1.7,93.0
2013-01-03,703,-3.2,100.0
2013-01-03,704,-0.3,90.0
2013-01-03,705,-0.1,91.0
2013-01-03,706,-0.2,87.0
2013-01-03,707,0.0,93.0
2013-01-03,405,-0.2,41.0
2013-01-03,708,-1.2,93.0
2013-01-03,109,6.4,84.0
2013-01-03,804,-10.6,53.0
2013-01-03,110,3.2,91.0
2013-01-03,111,6.8,82.0
2013-01-03,901,-22.7,61.0
2013-01-03,909,-24.3,68.0
2013-01-03,908,-24.0,71.0
2013-01-03,910,-24.4,69.0
2013-01-03,911,-23.6,68.0
2013-01-03,912,-25.9,73.0
2013-01-03,902,-26.6,70.0
2013-01-03,903,-26.4,64.0
2013-01-03,907,-23.2,66.0
2013-01-03,906,-28.3,64.0
2013-01-03,905,-29.2,65.0
2013-01-03,1001,9.4,91.0
2013-01-03,1002,9.5,93.0
2013-01-03,1003,7.9,95.0
2013-01-03,1004,9.0,78.0
2013-01-03,1005,10.0,82.0
2013-01-03,1006,7.9,85.0
2013-01-03,1007,7.9,96.0
2013-01-03,1008,9.8,86.0
2013-01-03,112,4.3,99.0
2013-01-03,913,-24.0,64.0
2013-01-04,201,9.8,71.0
2013-01-04,301,-2.7,84.0
2013-01-04,601,11.0,67.0
2013-01-04,302,-2.0,86.0
2013-01-04,602,12.4,60.0
2013-01-04,303,-1.6,89.0
2013-01-04,304,-1.8,86.0
2013-01-04,305,-1.7,88.0
2013-01-04,306,-1.7,87.0
2013-01-04,307,-1.9,92.0
2013-01-04,403,-1.9,54.0
2013-01-04,402,-2.0,59.0
2013-01-04,404,-2.5,60.0
2013-01-04,801,-9.4,56.0
2013-01-04,802,-8.2,52.0
2013-01-04,803,-10.2,58.0
2013-01-04,501,-11.0,61.0
2013-01-04,101,10.2,66.0
2013-01-04,102,9.2,63.0
2013-01-04,103,10.5,66.0
2013-01-04,104,10.2,63.0
2013-01-04,502,-10.7,64.0
2013-01-04,105,10.1,63.0
2013-01-04,106,9.3,64.0
2013-01-04,503,-11.1,52.0
2013-01-04,107,12.2,64.0
2013-01-04,504,-6.4,52.0
2013-01-04,108,8.2,53.0
2013-01-04,704,-3.4,91.0
2013-01-04,706,-3.4,89.0
2013-01-04,707,-2.9,89.0
2013-01-04,405,-2.6,61.0
2013-01-04,708,-4.5,93.0
2013-01-04,109,10.3,72.0
2013-01-04,804,-9.6,57.0
2013-01-04,110,9.8,65.0
2013-01-04,111,9.9,62.0
2013-01-04,901,-16.1,56.0
2013-01-04,908,-18.4,66.0
2013-01-04,909,-19.8,67.0
2013-01-04,911,-18.9,67.0
2013-01-04,912,-20.0,73.0
2013-01-04,910,-19.5,66.0
2013-01-04,903,-21.2,63.0
2013-01-04,902,-21.4,68.0
2013-01-04,904,-18.3,62.0
2013-01-04,907,-18.0,64.0
2013-01-04,906,-27.4,67.0
2013-01-04,905,-27.1,67.0
2013-01-04,1001,5.1,91.0
2013-01-04,1002,4.9,94.0
2013-01-04,1003,3.6,95.0
2013-01-04,1004,4.4,83.0
2013-01-04,1006,3.3,89.0
2013-01-04,1007,3.5,96.0
2013-01-04,1008,5.2,88.0
2013-01-04,112,7.9,73.0
2013-01-04,913,-17.5,59.0
2013-01-05,201,11.6,68.0
2013-01-05,301,-1.2,87.0
2013-01-05,601,12.7,73.0
2013-01-05,302,-0.6,89.0
2013-01-05,602,13.9,68.0
2013-01-05,303,-0.6,94.0
2013-01-05,401,-0.9,70.0
2013-01-05,304,-0.5,90.0
2013-01-05,305,-0.5,93.0
2013-01-05,307,-0.6,94.0
2013-01-05,306,-0.2,89.0
2013-01-05,402,-1.6,74.0
2013-01-05,403,-1.2,61.0
2013-01-05,404,-1.8,67.0
2013-01-05,801,-9.2,57.0
2013-01-05,802,-9.8,60.0
2013-01-05,803,-9.2,57.0
2013-01-05,501,-11.0,67.0
2013-01-05,101,10.9,54.0
2013-01-05,102,9.7,52.0
2013-01-05,103,10.8,52.0
2013-01-05,104,10.4,56.0
2013-01-05,502,-9.2,65.0
2013-01-05,105,9.6,55.0
2013-01-05,106,10.9,51.0
2013-01-05,503,-9.7,48.0
2013-01-05,107,10.8,59.0
2013-01-05,504,-5.8,47.0
2013-01-05,108,10.9,45.0
2013-01-05,704,-2.2,90.0
2013-01-05,705,-2.3,94.0
2013-01-05,706,-2.1,91.0
2013-01-05,405,-2.6,74.0
2013-01-05,109,13.3,52.0
2013-01-05,804,-8.6,55.0
2013-01-05,110,12.2,44.0
2013-01-05,111,10.6,50.0
2013-01-05,901,-18.1,64.0
2013-01-05,912,-19.4,75.0
2013-01-05,911,-18.2,66.0
2013-01-05,902,-20.4,72.0
2013-01-05,903,-20.7,64.0
2013-01-05,904,-17.6,65.0
2013-01-05,907,-16.9,62.0
2013-01-05,905,-23.9,67.0
2013-01-05,906,-19.4,69.0
2013-01-05,909,-16.7,66.0
2013-01-05,908,-17.1,70.0
2013-01-05,910,-18.0,64.0
2013-01-05,1001,4.8,94.0
2013-01-05,1002,4.7,94.0
2013-01-05,1003,3.3,97.0
2013-01-05,1004,4.7,82.0
2013-01-05,1006,3.0,93.0
2013-01-05,1007,3.6,97.0
2013-01-05,112,8.2,57.0
2013-01-05,913,-18.7,65.0
2013-01-06,201,12.2,76.0
2013-01-06,301,-0.2,88.0
2013-01-06,601,14.7,74.0
2013-01-06,302,0.6,90.0
2013-01-06,602,16.1,66.0
2013-01-06,303,0.5,95.0
2013-01-06,401,1.7,64.0
2013-01-06,304,0.3,91.0
2013-01-06,305,0.5,94.0
2013-01-06,306,0.5,89.0
2013-01-06,307,0.3,93.0
2013-01-06,402,1.5,65.0
2013-01-06,403,1.4,70.0
2013-01-06,404,1.1,72.0
2013-01-06,801,-10.2,60.0
2013-01-06,802,-10.1,64.0
2013-01-06,803,-11.1,64.0
2013-01-06,501,-11.0,66.0
2013-01-06,101,11.6,50.0
2013-01-06,102,9.0,53.0
2013-01-06,103,11.5,51.0
2013-01-06,104,9.7,54.0
2013-01-06,502,-10.2,67.0
2013-01-06,105,9.5,53.0
2013-01-06,106,9.0,57.0
2013-01-06,503,-10.9,49.0
2013-01-06,107,10.8,56.0
2013-01-06,504,-6.3,55.0
2013-01-06,108,10.5,41.0
2013-01-06,704,-1.0,90.0
2013-01-06,705,-0.4,89.0
2013-01-06,405,1.2,65.0
2013-01-06,109,12.9,53.0
2013-01-06,804,-9.5,60.0
2013-01-06,110,10.7,49.0
2013-01-06,111,9.5,54.0
2013-01-06,901,-21.3,68.0
2013-01-06,909,-23.0,75.0
2013-01-06,908,-22.1,78.0
2013-01-06,910,-23.7,74.0
2013-01-06,911,-21.9,70.0
2013-01-06,912,-24.4,76.0
2013-01-06,902,-25.3,73.0
2013-01-06,903,-25.5,65.0
2013-01-06,904,-22.0,70.0
2013-01-06,907,-20.3,65.0
2013-01-06,905,-26.4,69.0
2013-01-06,906,-26.1,69.0
2013-01-06,1001,6.8,84.0
2013-01-06,1002,6.7,86.0
2013-01-06,1004,6.3,78.0
2013-01-06,1006,5.2,83.0
2013-01-06,1007,5.9,86.0
2013-01-06,112,8.4,57.0
2013-01-06,913,-22.7,70.0
2013-01-07,201,13.9,72.0
2013-01-07,301,0.2,82.0
2013-01-07,303,1.4,94.0
2013-01-07,602,15.5,75.0
2013-01-07,401,3.4,62.0
2013-01-07,306,0.9,82.0
2013-01-07,307,0.8,86.0
2013-01-07,402,3.1,65.0
2013-01-07,403,2.6,69.0
2013-01-07,404,2.3,73.0
2013-01-07,801,-10.9,49.0
2013-01-07,802,-9.3,54.0
2013-01-07,803,-10.4,55.0
2013-01-07,501,-9.6,50.0
2013-01-07,101,11.2,57.0
2013-01-07,102,9.1,57.0
2013-01-07,103,10.9,63.0
2013-01-07,104,10.0,59.0
2013-01-07,502,-9.6,60.0
2013-01-07,105,9.5,57.0
2013-01-07,106,10.1,55.0
2013-01-07,503,-10.6,55.0
2013-01-07,107,11.6,62.0
2013-01-07,504,-5.5,56.0
2013-01-07,108,11.4,41.0
2013-01-07,704,-0.4,91.0
2013-01-07,705,0.3,92.0
2013-01-07,706,0.4,88.0
2013-01-07,405,1.9,74.0
2013-01-07,708,-0.8,93.0
2013-01-07,109,13.1,58.0
2013-01-07,804,-9.5,49.0
2013-01-07,110,10.3,52.0
2013-01-07,111,9.4,55.0
2013-01-07,901,-26.4,71.0
2013-01-07,908,-22.4,75.0
2013-01-07,909,-24.7,70.0
2013-01-07,911,-21.4,69.0
2013-01-07,912,-25.5,73.0
2013-01-07,910,-27.2,69.0
2013-01-07,902,-27.0,73.0
2013-01-07,903,-27.1,65.0
2013-01-07,904,-24.2,71.0
2013-01-07,905,-27.1,67.0
2013-01-07,906,-28.2,67.0
2013-01-07,907,-22.4,66.0
2013-01-07,1002,8.0,86.0
2013-01-07,1004,8.1,75.0
2013-01-07,1007,7.4,86.0
2013-01-07,1008,8.7,77.0
2013-01-07,112,7.9,68.0
2013-01-07,913,-25.2,70.0
2013-01-08,201,16.0,62.0
2013-01-08,301,1.6,80.0
2013-01-08,602,15.4,73.0
2013-01-08,303,2.3,87.0
2013-01-08,401,3.7,68.0
2013-01-08,304,2.2,81.0
2013-01-08,307,2.1,81.0
2013-01-08,402,3.1,73.0
2013-01-08,403,2.8,64.0
2013-01-08,404,2.0,75.0
2013-01-08,801,-12.0,53.0
2013-01-08,802,-11.4,55.0
2013-01-08,803,-11.6,55.0
2013-01-08,501,-11.9,52.0
2013-01-08,101,10.5,56.0
2013-01-08,102,8.9,58.0
2013-01-08,103,8.9,60.0
2013-01-08,104,10.1,56.0
2013-01-08,105,9.6,56.0
2013-01-08,502,-9.3,56.0
2013-01-08,106,10.7,51.0
2013-01-08,503,-10.3,46.0
2013-01-08,107,11.6,59.0
2013-01-08,504,-4.8,48.0
2013-01-08,108,9.4,42.0
2013-01-08,702,-0.4,92.0
2013-01-08,705,0.9,95.0
2013-01-08,706,1.0,92.0
2013-01-08,405,1.6,74.0
2013-01-08,708,-0.1,96.0
2013-01-08,109,11.8,60.0
2013-01-08,804,-10.1,48.0
2013-01-08,110,9.6,58.0
2013-01-08,111,9.7,54.0
2013-01-08,901,-27.1,64.0
2013-01-08,908,-24.8,75.0
2013-01-08,909,-26.5,66.0
2013-01-08,910,-28.0,67.0
2013-01-08,912,-28.4,70.0
2013-01-08,911,-24.7,67.0
2013-01-08,902,-29.1,68.0
2013-01-08,903,-28.3,62.0
2013-01-08,904,-27.0,66.0
2013-01-08,905,-28.9,64.0
2013-01-08,907,-24.5,66.0
2013-01-08,906,-28.8,66.0
2013-01-08,1002,8.6,90.0
2013-01-08,1004,8.8,78.0
2013-01-08,1007,8.3,87.0
2013-01-08,112,7.3,62.0
2013-01-08,913,-26.5,67.0
2013-01-09,201,14.7,60.0
2013-01-09,301,2.8,71.0
2013-01-09,601,11.5,75.0
2013-01-09,602,12.4,70.0
2013-01-09,303,3.1,82.0
2013-01-09,401,4.0,65.0
2013-01-09,304,3.6,68.0
2013-01-09,307,3.7,67.0
2013-01-09,402,3.2,68.0
2013-01-09,403,3.9,59.0
2013-01-09,404,3.6,63.0
2013-01-09,801,-12.8,41.0
2013-01-09,802,-10.7,44.0
2013-01-09,803,-13.1,50.0
2013-01-09,501,-10.6,53.0
2013-01-09,101,1.5,84.0
2013-01-09,103,4.8,81.0
2013-01-09,104,3.8,75.0
2013-01-09,502,-10.6,56.0
2013-01-09,105,4.7,71.0
2013-01-09,106,5.5,71.0
2013-01-09,503,-12.3,50.0
2013-01-09,107,4.6,71.0
2013-01-09,504,-6.7,51.0
2013-01-09,701,-0.5,87.0
2013-01-09,108,8.0,41.0
2013-01-09,705,1.1,92.0
2013-01-09,706,1.2,86.0
2013-01-09,405,0.6,78.0
2013-01-09,708,0.1,92.0
2013-01-09,109,3.3,81.0
2013-01-09,804,-10.8,47.0
2013-01-09,111,7.1,62.0
2013-01-09,901,-25.7,67.0
2013-01-09,908,-24.5,76.0
2013-01-09,909,-25.5,71.0
2013-01-09,911,-24.7,72.0
2013-01-09,910,-27.4,70.0
2013-01-09,912,-27.4,75.0
2013-01-09,902,-28.9,70.0
2013-01-09,903,-29.2,63.0
2013-01-09,904,-25.4,70.0
2013-01-09,905,-28.9,66.0
2013-01-09,907,-24.0,63.0
2013-01-09,906,-30.8,64.0
2013-01-09,1004,10.1,53.0
2013-01-09,1006,9.2,53.0
2013-01-09,1007,9.6,57.0
2013-01-09,112,0.6,94.0
2013-01-09,913,-26.5,69.0
2013-01-10,201,12.8,56.0
2013-01-10,301,0.2,77.0
2013-01-10,601,11.5,68.0
2013-01-10,302,2.2,74.0
2013-01-10,401,4.0,68.0
2013-01-10,602,12.4,64.0
2013-01-10,303,1.3,85.0
2013-01-10,402,3.1,75.0
2013-01-10,403,2.5,73.0
2013-01-10,404,1.4,81.0
2013-01-10,304,1.9,78.0
2013-01-10,305,0.8,84.0
2013-01-10,306,3.2,67.0
2013-01-10,307,3.1,67.0
2013-01-10,801,-10.9,24.0
2013-01-10,802,-7.8,25.0
2013-01-10,803,-9.3,37.0
2013-01-10,501,-8.7,39.0
2013-01-10,101,2.2,91.0
2013-01-10,102,1.7,91.0
2013-01-10,103,5.3,87.0
2013-01-10,502,-10.2,52.0
2013-01-10,105,5.7,82.0
2013-01-10,106,7.2,77.0
2013-01-10,503,-10.9,49.0
2013-01-10,107,4.2,86.0
2013-01-10,504,-6.4,50.0
2013-01-10,701,-0.2,72.0
2013-01-10,108,7.1,64.0
2013-01-10,704,0.7,78.0
2013-01-10,705,1.4,73.0
2013-01-10,706,1.1,74.0
2013-01-10,405,0.2,81.0
2013-01-10,708,0.0,78.0
2013-01-10,109,2.5,88.0
2013-01-10,804,-9.6,37.0
2013-01-10,110,2.5,95.0
2013-01-10,111,7.9,69.0
2013-01-10,901,-25.3,67.0
2013-01-10,908,-24.4,75.0
2013-01-10,909,-25.3,71.0
2013-01-10,911,-24.7,70.0
2013-01-10,910,-25.9,70.0
2013-01-10,902,-28.4,71.0
2013-01-10,903,-28.4,64.0
2013-01-10,904,-25.0,68.0
2013-01-10,907,-22.7,65.0
2013-01-10,905,-28.8,64.0
2013-01-10,906,-26.9,66.0
2013-01-10,1003,8.3,64.0
2013-01-10,1007,9.2,55.0
2013-01-10,112,1.3,100.0
2013-01-10,913,-27.0,67.0
2013-01-11,201,15.9,59.0
2013-01-11,401,4.1,80.0
2013-01-11,602,13.6,58.0
2013-01-11,402,4.3,76.0
2013-01-11,304,1.6,79.0
2013-01-11,403,2.8,77.0
2013-01-11,306,3.1,72.0
2013-01-11,307,2.7,76.0
2013-01-11,305,1.0,89.0
2013-01-11,404,2.4,85.0
2013-01-11,801,-9.9,19.0
2013-01-11,802,-8.4,26.0
2013-01-11,803,-9.5,32.0
2013-01-11,501,-10.2,44.0
2013-01-11,101,4.1,91.0
2013-01-11,102,4.0,88.0
2013-01-11,103,6.0,88.0
2013-01-11,104,6.5,84.0
2013-01-11,105,6.8,81.0
2013-01-11,502,-7.6,41.0
2013-01-11,106,7.2,74.0
2013-01-11,503,-11.3,43.0
2013-01-11,107,5.7,91.0
2013-01-11,504,-5.9,47.0
2013-01-11,703,0.0,90.0
2013-01-11,108,5.0,84.0
2013-01-11,405,2.5,84.0
2013-01-11,109,4.1,89.0
2013-01-11,804,-9.4,30.0
2013-01-11,110,4.1,91.0
2013-01-11,111,9.4,67.0
2013-01-11,901,-25.0,68.0
2013-01-11,908,-21.9,77.0
2013-01-11,909,-24.6,70.0
2013-01-11,910,-26.8,64.0
2013-01-11,902,-26.9,69.0
2013-01-11,903,-26.8,62.0
2013-01-11,906,-27.1,60.0
2013-01-11,905,-27.4,60.0
2013-01-11,907,-22.2,62.0
2013-01-11,1001,7.7,82.0
2013-01-11,1002,7.7,79.0
2013-01-11,1003,6.4,94.0
2013-01-11,1004,7.9,72.0
2013-01-11,1006,6.6,85.0
2013-01-11,1007,6.9,92.0
2013-01-11,1008,7.7,86.0
2013-01-11,112,3.2,96.0
2013-01-11,913,-25.1,67.0
2013-01-12,201,15.2,65.0
2013-01-12,301,3.6,67.0
2013-01-12,302,4.8,78.0
2013-01-12,401,5.1,77.0
2013-01-12,402,4.0,80.0
2013-01-12,305,2.6,87.0
2013-01-12,403,3.2,76.0
2013-01-12,404,2.3,82.0
2013-01-12,801,-11.3,22.0
2013-01-12,802,-7.2,19.0
2013-01-12,803,-10.6,30.0
2013-01-12,501,-8.1,34.0
2013-01-12,101,4.4,80.0
2013-01-12,502,-8.6,41.0
2013-01-12,102,4.3,79.0
2013-01-12,103,5.5,81.0
2013-01-12,104,5.0,81.0
2013-01-12,105,5.9,78.0
2013-01-12,503,-11.7,42.0
2013-01-12,106,7.6,67.0
2013-01-12,504,-6.1,47.0
2013-01-12,107,5.9,83.0
2013-01-12,701,3.2,71.0
2013-01-12,702,3.2,74.0
2013-01-12,703,3.1,79.0
2013-01-12,704,4.1,72.0
2013-01-12,705,4.8,74.0
2013-01-12,706,4.6,72.0
2013-01-12,707,4.9,76.0
2013-01-12,405,2.2,83.0
2013-01-12,708,4.3,69.0
2013-01-12,109,4.7,83.0
2013-01-12,804,-9.0,30.0
2013-01-12,111,8.0,68.0
2013-01-12,901,-23.9,74.0
2013-01-12,910,-22.1,76.0
2013-01-12,912,-22.6,78.0
2013-01-12,911,-20.8,72.0
2013-01-12,903,-24.6,65.0
2013-01-12,905,-24.0,67.0
2013-01-12,907,-21.3,70.0
2013-01-12,909,-21.0,78.0
2013-01-12,908,-21.6,80.0
2013-01-12,1001,8.5,89.0
2013-01-12,1002,8.3,89.0
2013-01-12,1003,7.7,92.0
2013-01-12,1004,8.2,90.0
2013-01-12,1005,8.8,89.0
2013-01-12,1006,7.6,92.0
2013-01-12,1007,8.3,90.0
2013-01-12,1008,8.7,88.0
2013-01-12,112,1.5,96.0
2013-01-12,913,-23.3,73.0
2013-01-13,201,16.1,68.0
2013-01-13,301,4.3,88.0
2013-01-13,303,4.7,94.0
2013-01-13,602,15.8,76.0
2013-01-13,401,7.2,72.0
2013-01-13,304,4.6,91.0
2013-01-13,306,5.2,89.0
2013-01-13,402,6.2,78.0
2013-01-13,307,5.0,94.0
2013-01-13,305,4.4,94.0
2013-01-13,403,5.1,78.0
2013-01-13,404,3.7,85.0
2013-01-13,801,-10.1,28.0
2013-01-13,802,-6.7,26.0
2013-01-13,803,-9.7,33.0
2013-01-13,501,-6.6,30.0
2013-01-13,101,6.2,79.0
2013-01-13,102,5.7,68.0
2013-01-13,502,-8.1,40.0
2013-01-13,103,6.0,79.0
2013-01-13,104,6.5,74.0
2013-01-13,105,6.5,74.0
2013-01-13,106,6.2,70.0
2013-01-13,503,-10.1,32.0
2013-01-13,107,8.2,77.0
2013-01-13,504,-5.6,44.0
2013-01-13,701,3.4,83.0
2013-01-13,702,2.9,88.0
2013-01-13,703,3.6,89.0
2013-01-13,704,4.4,85.0
2013-01-13,108,8.1,76.0
2013-01-13,705,5.3,83.0
2013-01-13,706,4.0,85.0
2013-01-13,707,3.5,91.0
2013-01-13,601,15.7,78.0
2013-01-13,405,2.8,83.0
2013-01-13,708,4.6,84.0
2013-01-13,109,7.0,82.0
2013-01-13,804,-7.8,34.0
2013-01-13,110,6.8,69.0
2013-01-13,111,7.8,69.0
2013-01-13,901,-23.9,72.0
2013-01-13,908,-22.2,79.0
2013-01-13,911,-21.8,81.0
2013-01-13,910,-26.0,71.0
2013-01-13,903,-25.2,70.0
2013-01-13,905,-25.4,68.0
2013-01-13,907,-20.5,72.0
2013-01-13,1002,7.9,90.0
2013-01-13,1003,9.1,87.0
2013-01-13,1005,7.9,92.0
2013-01-13,1007,7.4,96.0
2013-01-13,1008,9.5,89.0
2013-01-13,1004,8.4,90.0
2013-01-13,112,4.1,87.0
2013-01-14,201,14.7,61.0
2013-01-14,301,5.9,77.0
2013-01-14,601,12.3,68.0
2013-01-14,302,7.4,79.0
2013-01-14,303,7.1,80.0
2013-01-14,401,6.8,75.0
2013-01-14,602,12.7,60.0
2013-01-14,402,6.2,81.0
2013-01-14,304,6.3,82.0
2013-01-14,403,5.8,75.0
2013-01-14,404,4.3,87.0
2013-01-14,307,6.3,84.0
2013-01-14,306,6.2,82.0
2013-01-14,801,-7.6,33.0
2013-01-14,802,-6.6,33.0
2013-01-14,803,-8.0,37.0
2013-01-14,501,-6.9,40.0
2013-01-14,101,7.9,73.0
2013-01-14,102,6.1,71.0
2013-01-14,103,8.1,77.0
2013-01-14,104,7.2,78.0
2013-01-14,502,-6.6,45.0
2013-01-14,105,7.1,75.0
2013-01-14,106,7.2,73.0
2013-01-14,503,-7.2,38.0
2013-01-14,107,8.0,80.0
2013-01-14,504,-3.0,41.0
2013-01-14,701,4.8,74.0
2013-01-14,702,4.3,84.0
2013-01-14,108,10.2,59.0
2013-01-14,703,5.1,84.0
2013-01-14,704,5.3,80.0
2013-01-14,705,6.3,78.0
2013-01-14,706,6.4,75.0
2013-01-14,707,5.4,91.0
2013-01-14,405,3.4,84.0
2013-01-14,708,5.5,76.0
2013-01-14,109,7.1,80.0
2013-01-14,804,-7.3,36.0
2013-01-14,111,7.2,74.0
2013-01-14,901,-21.8,74.0
2013-01-14,909,-19.4,77.0
2013-01-14,908,-19.7,79.0
2013-01-14,911,-21.3,78.0
2013-01-14,904,-19.7,71.0
2013-01-14,903,-23.4,66.0
2013-01-14,905,-23.0,70.0
2013-01-14,907,-19.5,74.0
2013-01-14,1002,9.6,87.0
2013-01-14,1003,10.4,85.0
2013-01-14,1006,10.4,85.0
2013-01-14,1007,10.6,87.0
2013-01-14,1008,10.2,86.0
2013-01-14,1004,10.3,84.0
2013-01-14,112,5.3,90.0
2013-01-15,301,5.8,70.0
2013-01-15,201,15.1,74.0
2013-01-15,601,12.7,56.0
2013-01-15,401,6.7,79.0
2013-01-15,602,13.0,57.0
2013-01-15,402,6.2,79.0
2013-01-15,403,4.6,79.0
2013-01-15,307,4.8,85.0
2013-01-15,404,3.8,88.0
2013-01-15,801,-7.6,45.0
2013-01-15,802,-8.2,50.0
2013-01-15,803,-9.1,49.0
2013-01-15,501,-8.1,50.0
2013-01-15,101,9.1,68.0
2013-01-15,102,6.7,71.0
2013-01-15,103,8.7,71.0
2013-01-15,104,7.5,72.0
2013-01-15,502,-6.4,50.0
2013-01-15,105,8.5,69.0
2013-01-15,106,8.3,67.0
2013-01-15,503,-8.2,47.0
2013-01-15,107,9.1,76.0
2013-01-15,504,-3.0,44.0
2013-01-15,701,4.5,85.0
2013-01-15,702,4.2,91.0
2013-01-15,108,9.2,64.0
2013-01-15,703,3.7,100.0
2013-01-15,704,5.2,86.0
2013-01-15,705,5.7,90.0
2013-01-15,706,6.0,86.0
2013-01-15,707,5.5,93.0
2013-01-15,405,3.6,85.0
2013-01-15,708,5.0,91.0
2013-01-15,109,10.4,72.0
2013-01-15,804,-7.1,45.0
2013-01-15,110,7.9,73.0
2013-01-15,111,7.9,68.0
2013-01-15,901,-27.0,70.0
2013-01-15,908,-24.4,76.0
2013-01-15,909,-25.1,72.0
2013-01-15,911,-23.8,73.0
2013-01-15,912,-25.9,71.0
